Timestep,SimStepTime,ImageConversionTime,ImageWriteTime
214,0.0487822,0.00781373,0.0164979
215,0.061714,0.00861417,0.0205344
216,0.0483291,0.00596972,0.0159671
217,0.0548873,0.00638209,0.0156684
218,0.0604754,0.00834576,0.0157337
219,0.0518454,0.00607838,0.0144716
220,0.0510355,0.00841848,0.0164008
221,0.0611746,0.00898869,0.017126
222,0.0512929,0.00618171,0.0167051
223,0.0512331,0.00642872,0.0212773
224,0.0548641,0.00837657,0.0171904
225,0.0474757,0.00616362,0.0164999
226,0.0530579,0.00746967,0.0160684
227,0.056529,0.00893587,0.0191251
228,0.0532214,0.00837842,0.0164561
229,0.0510521,0.00612366,0.0179216
230,0.0532922,0.00601857,0.0166267
231,0.0507906,0.00675241,0.0179232
232,0.0587194,0.00599181,0.016419
233,0.0531182,0.00617661,0.0160364
234,0.0478596,0.0088433,0.0192511
235,0.048223,0.00659174,0.0171311
236,0.0607474,0.00661182,0.0194111
237,0.0488893,0.00628772,0.0166368
238,0.0550894,0.00806526,0.0178755
239,0.0546369,0.00776844,0.017245
240,0.0538365,0.00661695,0.0165837
241,0.0518836,0.00566441,0.0156038
242,0.0482542,0.00570794,0.0175007
243,0.0545127,0.00609228,0.0170809
244,0.0569208,0.00592059,0.0156201
245,0.0480483,0.00602803,0.0157556
246,0.0614201,0.00881027,0.0196628
247,0.0488991,0.00614604,0.0163282
248,0.0522839,0.00692445,0.0173475
249,0.0563359,0.00630237,0.0184576
250,0.0605976,0.00837282,0.0173105
251,0.0480967,0.00616811,0.016744
252,0.054442,0.00802014,0.0187073
253,0.0536901,0.00592681,0.01727
254,0.0509175,0.00789731,0.0160721
255,0.0485412,0.00818922,0.0202384
256,0.0523106,0.00611469,0.0163781
257,0.050452,0.0083915,0.0163204
258,0.0651756,0.0067727,0.0194702
259,0.0498203,0.00620786,0.0166782
260,0.0490179,0.00664224,0.0156466
261,0.048027,0.0071149,0.0164918
262,0.05221,0.00708417,0.0182785
263,0.0465524,0.00836204,0.0157174
264,0.055431,0.00876243,0.0182614
265,0.0604199,0.00580861,0.0159212
266,0.0483897,0.006095,0.0186549
267,0.0533139,0.00743629,0.0171411
268,0.0642681,0.00619055,0.0161113
269,0.0514831,0.0061632,0.0168746
270,0.0505087,0.00662423,0.0163333
271,0.0539675,0.00565207,0.0154421
272,0.0602425,0.00638664,0.0196712
273,0.051519,0.00563247,0.0172537
274,0.057564,0.0105894,0.0174125
275,0.0532864,0.00767227,0.0162581
276,0.0582891,0.00630158,0.0177517
277,0.0484389,0.00615274,0.0154973
278,0.0535456,0.00879144,0.0197198
279,0.0503202,0.00676715,0.0150514
280,0.0485208,0.00595183,0.0164868
281,0.0551748,0.00853655,0.0160644
282,0.0578426,0.00846401,0.0167507
283,0.0501774,0.00631914,0.0154477
284,0.0561343,0.00580767,0.0154857
285,0.0543362,0.00696801,0.0181689
286,0.0567353,0.00583633,0.0157832
287,0.0505593,0.00621799,0.0156544
288,0.0545992,0.00762102,0.0164885
289,0.0573511,0.00622515,0.0158526
290,0.0470084,0.00565723,0.0160717
291,0.0527535,0.00894269,0.0161765
292,0.0562377,0.00615418,0.0157752
293,0.0494663,0.00565874,0.0159181
294,0.051501,0.00599315,0.0172296
295,0.0545067,0.00833142,0.0156206
296,0.0560718,0.00651853,0.0192265
297,0.0553711,0.00839029,0.0160512
298,0.0611691,0.0063844,0.021283
299,0.0542852,0.00846125,0.0167586
300,0.0580397,0.00649712,0.0155547
301,0.0508612,0.00573636,0.0162709
302,0.0505653,0.00747276,0.015616
303,0.0524126,0.00913919,0.0195558
304,0.0555691,0.00837176,0.016151
305,0.0544326,0.00658179,0.0143414
306,0.0488635,0.00630483,0.0196873
307,0.0563781,0.00840507,0.0184091
308,0.0455236,0.00581684,0.0158095
309,0.051874,0.00848199,0.018469
310,0.0502485,0.0062128,0.0152819
311,0.0534147,0.00631971,0.0187718
312,0.0459853,0.00843064,0.0160903
313,0.0645762,0.00880095,0.0183606
314,0.0537502,0.00605108,0.0159977
315,0.059126,0.0077316,0.0152469
316,0.0541214,0.0061851,0.0165345
317,0.0503064,0.0056273,0.0161909
318,0.0558216,0.00588172,0.0194231
319,0.0556312,0.00595834,0.0153657
320,0.0502361,0.00618351,0.0168383
321,0.0520544,0.00865849,0.0174474
322,0.0521018,0.00564769,0.0153853
323,0.0470038,0.00792594,0.0162787
324,0.0549327,0.00616499,0.0179329
325,0.0587331,0.00832573,0.0166782
326,0.0517655,0.00629037,0.0163598
327,0.0584483,0.00654541,0.0183069
328,0.0530018,0.0062183,0.016083
329,0.0501403,0.00829194,0.0151061
330,0.0629381,0.00819263,0.0182457
331,0.052226,0.00569493,0.0162511
332,0.0548558,0.00784637,0.0163386
333,0.0568375,0.00834769,0.0150311
334,0.0513042,0.00615677,0.0148295
335,0.0528066,0.00600174,0.0147505
336,0.0596619,0.00613176,0.0175763
337,0.0512528,0.00598073,0.016054
338,0.0435386,0.00615791,0.0165644
339,0.0554385,0.00837472,0.0189212
340,0.0606653,0.00615839,0.015934
341,0.0482441,0.00828014,0.0167582
342,0.0470432,0.00613122,0.0165128
343,0.0614434,0.00563122,0.0160431
344,0.0571545,0.00608115,0.0153931
345,0.0557358,0.00643593,0.0161206
346,0.0602528,0.00659628,0.0171524
347,0.0518133,0.00569386,0.0169983
348,0.0547832,0.00614971,0.0187537
349,0.0479717,0.00612005,0.0169673
350,0.0602067,0.00879986,0.0201758
351,0.0497225,0.00623358,0.0156793
352,0.0568432,0.00592511,0.0204129
353,0.0504441,0.00626241,0.0153966
354,0.0543475,0.00622615,0.0189197
355,0.0538454,0.00563638,0.0160517
356,0.0488823,0.00643087,0.0168678
357,0.0548383,0.00619643,0.0183199
358,0.0703925,0.0062388,0.0169843
359,0.0592553,0.00598652,0.0167075
360,0.0561727,0.00650167,0.0166105
361,0.0503633,0.00621328,0.0151734
362,0.0519418,0.00634752,0.0175608
363,0.0479233,0.00831698,0.0150719
364,0.0586248,0.00621319,0.020483
365,0.0526912,0.00834708,0.0174139
366,0.0502781,0.00840498,0.0175281
367,0.0620561,0.00859015,0.0186983
368,0.0499371,0.00578772,0.0158248
369,0.0572917,0.00864643,0.0198672
370,0.0558121,0.00588471,0.0165088
371,0.0503876,0.00617334,0.0166472
372,0.0600608,0.00888043,0.0194746
373,0.0652818,0.00852418,0.0174237
374,0.0433266,0.00573771,0.016562
375,0.051689,0.00902113,0.0188335
376,0.0504919,0.00774597,0.0154581
377,0.0546968,0.00642937,0.0159777
378,0.0529435,0.00565385,0.0162657
379,0.0507871,0.00611113,0.0185169
380,0.0629483,0.00889052,0.0178332
381,0.0537715,0.00837969,0.0166136
382,0.0516361,0.00638331,0.0177014
383,0.058661,0.00624703,0.0175179
384,0.0529556,0.00840066,0.0169171
385,0.0589504,0.00661135,0.0155895
386,0.0530439,0.00751708,0.0174702
387,0.0558243,0.00646011,0.0165758
388,0.0543046,0.00569193,0.0166124
389,0.0508885,0.00629975,0.0162948
390,0.0510787,0.00945986,0.0150708
391,0.0532824,0.00573355,0.0161984
392,0.0541681,0.00840296,0.0160894
393,0.0626958,0.00670751,0.0169027
394,0.0661352,0.00598806,0.0173345
395,0.0563332,0.00615608,0.0162218
396,0.0562692,0.00639475,0.0172358
397,0.0492611,0.00662989,0.0168104
398,0.0582492,0.00909816,0.019334
399,0.0564565,0.00621259,0.0163839
400,0.0528278,0.00726987,0.0153459
401,0.0529799,0.00616313,0.01487
402,0.0522349,0.00823497,0.0170048
403,0.0519081,0.00677777,0.020683
404,0.0477653,0.00838818,0.0156999
405,0.051868,0.00637276,0.0188487
406,0.0558321,0.00633423,0.0166439
407,0.0483861,0.00580064,0.0172489
408,0.0532949,0.0057624,0.0195443
409,0.0543742,0.00584652,0.0161122
410,0.0537942,0.00776506,0.0157199
411,0.0549579,0.00668786,0.0168148
412,0.0553988,0.00568814,0.0159702
413,0.0548966,0.00594905,0.0158195
414,0.0504516,0.00715363,0.0181598
415,0.0561035,0.00581601,0.0160701
416,0.0505653,0.00833325,0.0160496
417,0.0492947,0.0065547,0.0168715
418,0.058592,0.0083746,0.0152027
419,0.0551639,0.00837074,0.0162108
420,0.0489334,0.00851805,0.0174594
421,0.0498289,0.00838196,0.0164416
422,0.05545,0.00569108,0.017704
423,0.0516341,0.00614758,0.0170565
424,0.0499298,0.00837845,0.0159995
425,0.0507714,0.00866866,0.0161461
426,0.052486,0.00751002,0.0159283
427,0.055487,0.00845087,0.016347
428,0.0601559,0.00901992,0.0169392
429,0.0536033,0.00580021,0.0148516
430,0.0614206,0.00587713,0.0172679
431,0.052491,0.00577337,0.0154333
432,0.0540212,0.00752726,0.0151265
433,0.0593102,0.00901321,0.0160369
434,0.0573051,0.00677908,0.017335
435,0.0725087,0.00564767,0.0165673
436,0.0465464,0.00836144,0.0166502
437,0.0490858,0.00896857,0.0162316
438,0.0584318,0.00840474,0.0162091
439,0.0578745,0.00612936,0.0159641
440,0.0527716,0.00646193,0.0172302
441,0.0505672,0.00845199,0.0164943
442,0.051818,0.00837926,0.015223
443,0.0476691,0.00687574,0.0159209
444,0.0523675,0.00567868,0.0168562
445,0.0495225,0.0098624,0.0158108
446,0.0551039,0.00856299,0.0182523
447,0.0527784,0.00570584,0.0164062
448,0.0546049,0.0065162,0.0194574
449,0.0445868,0.00569846,0.0171354
450,0.0532295,0.00630268,0.0206832
451,0.051089,0.0061636,0.0172229
452,0.0563651,0.00653682,0.0199019
453,0.0545624,0.00621631,0.0174991
454,0.0492293,0.00588904,0.0165992
455,0.053655,0.00668249,0.020964
456,0.0509134,0.00834266,0.0161907
457,0.0584143,0.00839328,0.0159655
458,0.0628607,0.00644107,0.01815
459,0.050678,0.00833233,0.0159109
460,0.051506,0.00631711,0.0171733
461,0.059297,0.00843918,0.0172792
462,0.060944,0.00608338,0.0165034
463,0.0566352,0.00573573,0.0174082
464,0.061803,0.00655265,0.0182146
465,0.0530702,0.00618184,0.0160936
466,0.0555762,0.00568885,0.0163006
467,0.0489628,0.00692546,0.0168134
468,0.0551328,0.00792862,0.0164047
469,0.0631457,0.00655221,0.0164722
470,0.0533992,0.00574135,0.0164576
471,0.061876,0.00643322,0.0163367
472,0.0505096,0.00619665,0.01743
473,0.0574101,0.00618747,0.0176257
474,0.0543392,0.00562544,0.0158583
475,0.0645864,0.00580128,0.0192149
476,0.0547566,0.00834089,0.0161066
477,0.046659,0.00683402,0.0161522
478,0.0542571,0.00844284,0.0163961
479,0.0480178,0.00562085,0.0161708
480,0.0568978,0.00718253,0.0190961
481,0.051123,0.00562769,0.0158446
482,0.0625516,0.0089538,0.0173425
483,0.0471066,0.00569374,0.015299
484,0.0628679,0.00587294,0.0192891
485,0.057857,0.00610402,0.0161381
486,0.0649989,0.00691493,0.0173512
487,0.0541191,0.00582802,0.0156496
488,0.0521135,0.0083576,0.0161871
489,0.053891,0.00712067,0.0198359
490,0.0570237,0.0066369,0.0154432
491,0.0517669,0.00834318,0.0158183
492,0.0582866,0.00661539,0.0176276
493,0.0582891,0.00583165,0.0153544
494,0.0620103,0.00868354,0.0169688
495,0.0527589,0.00609467,0.0162233
496,0.0648935,0.00619294,0.0162209
497,0.0526573,0.00562337,0.0160087
498,0.0560741,0.00925718,0.0201811
499,0.0542947,0.00635576,0.016397
500,0.0623394,0.00647926,0.0186815
501,0.0596929,0.00619907,0.0168361
502,0.0471322,0.00598191,0.0167497
503,0.0552804,0.00692986,0.0184423
504,0.0514812,0.00849645,0.0155875
505,0.0523583,0.00565988,0.0151581
506,0.0621462,0.00654988,0.0190092
507,0.0515713,0.00618954,0.0163612
508,0.0575184,0.00567345,0.0155936
509,0.0443667,0.00766976,0.0184194
510,0.0652531,0.00895041,0.016479
511,0.0520347,0.00841278,0.0148981
512,0.0593294,0.00897922,0.0226769
513,0.0585568,0.00619767,0.0161237
514,0.0533094,0.00569687,0.0164251
515,0.0531414,0.00708301,0.0206015
516,0.0490906,0.0083313,0.0169678
517,0.0640543,0.0089912,0.0228196
518,0.0546053,0.00564488,0.0169244
519,0.0630592,0.00659583,0.0169823
520,0.0504184,0.00572597,0.0163232
521,0.0564966,0.00630689,0.0192211
522,0.0568486,0.00562769,0.0169269
523,0.0522139,0.00654634,0.0169382
524,0.0516654,0.00614904,0.016886
525,0.0578647,0.00604073,0.0191015
526,0.0526787,0.00565886,0.016986
527,0.0653842,0.00561543,0.0158177
528,0.065059,0.0067678,0.0172436
529,0.047134,0.00588001,0.0165619
530,0.0488866,0.00712512,0.0205185
531,0.0582871,0.00956483,0.0186419
532,0.0521492,0.00832937,0.018221
533,0.0531084,0.00870631,0.0203371
534,0.0627143,0.0089334,0.0175719
535,0.0462467,0.00592616,0.0179408
536,0.049275,0.00611537,0.0195969
537,0.0529606,0.00607138,0.0153611
538,0.05711,0.00810741,0.0165554
539,0.0482923,0.00642678,0.0166371
540,0.0588459,0.00726381,0.019021
541,0.0519708,0.00842553,0.0169033
542,0.049462,0.00831876,0.0169011
543,0.0547517,0.00874844,0.0168649
544,0.0521661,0.00600229,0.0151661
545,0.0567212,0.00629308,0.0206542
546,0.0501875,0.0056221,0.0162936
547,0.0521622,0.0070371,0.0164947
548,0.0527359,0.00621841,0.0170498
549,0.0489994,0.00583947,0.0156943
550,0.0499939,0.00563038,0.0181532
551,0.0617093,0.00840344,0.0164727
552,0.050677,0.00605122,0.0159462
553,0.0542408,0.00754635,0.0197408
554,0.0529424,0.00843563,0.0175971
555,0.059194,0.0089945,0.0194162
556,0.0587461,0.00618475,0.0163091
557,0.0576315,0.00653849,0.0160022
558,0.0559233,0.00679486,0.0163342
559,0.0487149,0.00573906,0.0157183
560,0.0509017,0.00834729,0.0159941
561,0.053078,0.00845792,0.0208906
562,0.0582209,0.00756313,0.0167457
563,0.0511445,0.00835997,0.0153689
564,0.0521389,0.00971705,0.0218277
565,0.0525399,0.00613148,0.016753
566,0.0570668,0.00914944,0.0201643
567,0.0528127,0.00586409,0.0176246
568,0.0559684,0.00578945,0.0172513
569,0.061875,0.00926887,0.0185052
570,0.0550773,0.00836868,0.0181499
571,0.0497948,0.00839992,0.0174346
572,0.0551887,0.00652721,0.0200322
573,0.0595005,0.00848768,0.017008
574,0.0597289,0.00788217,0.0163967
575,0.0546919,0.00701891,0.0163677
576,0.0571513,0.00600327,0.0168817
577,0.0564832,0.00579024,0.0148716
578,0.0508436,0.00565787,0.016471
579,0.0552434,0.00623599,0.01814
580,0.0591236,0.00583295,0.0161643
581,0.054005,0.00570623,0.0159765
582,0.0594584,0.00569812,0.0173168
583,0.0556051,0.00641302,0.0177576
584,0.0544062,0.00879107,0.0172742
585,0.0540745,0.00569044,0.0159208
586,0.0593151,0.00694751,0.0160575
587,0.0622918,0.00837298,0.0164516
588,0.0552131,0.00837957,0.015457
589,0.0545375,0.00682905,0.0171058
590,0.0519906,0.00619844,0.0163214
591,0.0496532,0.00709906,0.0182192
592,0.0564577,0.00577755,0.0168487
593,0.0524177,0.00850331,0.0164527
594,0.0533193,0.00653186,0.0157899
595,0.0549491,0.00625378,0.0166946
596,0.0474995,0.00797545,0.0176834
597,0.0567097,0.00634457,0.0177729
598,0.055332,0.00573997,0.0167229
599,0.0487226,0.00567852,0.0164656
600,0.0509595,0.00899872,0.0188779
601,0.0555519,0.0083246,0.0148158
602,0.0504678,0.00839348,0.0160736
603,0.0505906,0.00913401,0.0164637
604,0.0540544,0.00758255,0.0151099
605,0.0524309,0.00939202,0.0236471
606,0.0471346,0.00586225,0.0153315
607,0.0599937,0.00609484,0.0192515
608,0.0523475,0.00577337,0.0162078
609,0.0657569,0.00648966,0.0177303
610,0.108555,0.00826663,0.0162866
611,0.0570992,0.00762333,0.018724
612,0.0650914,0.00846941,0.0166059
613,0.0536297,0.00635664,0.0174147
614,0.0632402,0.0087192,0.0158581
615,0.0637748,0.00742132,0.0186025
616,0.0596759,0.00702924,0.0167039
617,0.0613114,0.00946321,0.0177721
618,0.0662571,0.00748387,0.017904
619,0.0626972,0.00847316,0.0168218
620,0.05767,0.00888585,0.0160064
621,0.0618368,0.00808354,0.0165223
622,0.0587413,0.00590799,0.0160061
623,0.0568777,0.00890583,0.0179111
624,0.069356,0.00835703,0.0156917
625,0.0645354,0.00840719,0.0162379
626,0.0660461,0.00879822,0.0162092
627,0.0622901,0.00883512,0.0181382
628,0.0623547,0.0083545,0.0160305
629,0.100471,0.00900513,0.0165348
630,0.0659174,0.0120627,0.0165838
631,0.0718329,0.00883306,0.0181548
632,0.0806884,0.00831893,0.0160148
633,0.0653751,0.0111629,0.0166141
634,0.0804494,0.00870372,0.0162623
635,0.0648228,0.00836147,0.016529
636,0.0744796,0.0100762,0.0185001
637,0.0659742,0.00838251,0.0164105
638,0.0631557,0.00835301,0.015818
639,0.0564907,0.00761665,0.0178609
640,0.0538336,0.00846619,0.0178748
641,0.051386,0.00675305,0.018197
642,0.0564984,0.00567375,0.0166186
643,0.072635,0.00838366,0.0170133
644,0.0611825,0.00839042,0.0162331
645,0.0561689,0.00660248,0.0171389
646,0.0612965,0.00605103,0.0156847
647,0.0647452,0.00588759,0.0170212
648,0.0564073,0.00624237,0.0160601
649,0.0494201,0.00660702,0.0172171
650,0.0579002,0.00569953,0.015654
651,0.0546611,0.00573597,0.0175855
652,0.0464409,0.0059169,0.017465
653,0.0540804,0.00843769,0.0166707
654,0.0505242,0.00578954,0.0149958
655,0.0508857,0.00628983,0.0162422
656,0.0469424,0.00615143,0.0174368
657,0.0560289,0.00839279,0.0195194
658,0.0607446,0.00851,0.016792
659,0.0522471,0.00659778,0.0171601
660,0.049345,0.00694424,0.0171225
661,0.0577754,0.00784829,0.0157271
662,0.0437418,0.00579656,0.0153594
663,0.0518198,0.00691714,0.0171783
664,0.0528966,0.00571203,0.016902
665,0.0552146,0.00836238,0.0163695
666,0.0626478,0.00610621,0.0153277
667,0.0572212,0.00642785,0.0162088
668,0.0506575,0.00833915,0.0154018
669,0.0555449,0.00563413,0.0168185
670,0.0463635,0.00620116,0.0154079
671,0.0510886,0.00896361,0.0167889
672,0.0537313,0.00590417,0.0164854
673,0.0504336,0.00574803,0.0159678
674,0.0575098,0.00666792,0.0185261
675,0.0503732,0.00614392,0.0165366
676,0.0545621,0.00837779,0.0160394
677,0.0498728,0.00715115,0.0161549
678,0.0560105,0.00854037,0.0150774
679,0.0494349,0.00617636,0.0150703
680,0.0626467,0.00941951,0.0179692
681,0.0515868,0.00618837,0.0162523
682,0.05526,0.00574104,0.016386
683,0.0514617,0.00639202,0.0159385
684,0.052564,0.00575812,0.0153508
685,0.0534988,0.00715319,0.0163018
686,0.0482365,0.00835298,0.0155684
687,0.0637355,0.00876005,0.0199243
688,0.0539493,0.00567181,0.0167828
689,0.0504212,0.0084015,0.0168646
690,0.0541619,0.00838055,0.016818
691,0.0530372,0.00624732,0.0156588
692,0.0617894,0.00578649,0.0162893
693,0.0450294,0.00567545,0.0161938
694,0.052767,0.00616461,0.020979
695,0.0483614,0.00569351,0.0152433
696,0.0540983,0.00605245,0.0172343
697,0.0647931,0.00589283,0.0159236
698,0.0522113,0.00604743,0.01554
699,0.0556014,0.00671969,0.0148586
700,0.0569397,0.00606302,0.0147715
701,0.0466948,0.00592958,0.0150887
702,0.0513289,0.00571428,0.0180068
703,0.0456874,0.00650338,0.0154926
