Timestep,SimStepTime,ImageConversionTime,ImageWriteTime
118,0.0839069,0.0110333,0.0156532
119,0.0848167,0.0110469,0.0160288
120,0.0947659,0.0110258,0.0150063
121,0.0864615,0.011101,0.0156385
122,0.0826804,0.0112267,0.0163588
123,0.083628,0.0111231,0.0162309
124,0.0821782,0.0111384,0.0168171
125,0.0834718,0.0111147,0.0164229
126,0.100012,0.0110564,0.0163934
127,0.0879155,0.0110069,0.0209205
128,0.0940111,0.0110738,0.0168978
129,0.0832364,0.0110178,0.0155314
130,0.083061,0.0110414,0.0183986
131,0.0961322,0.0110725,0.0160962
132,0.0986769,0.0110058,0.0169802
133,0.0846277,0.0114542,0.0168482
134,0.0834186,0.0113484,0.0180891
135,0.0827001,0.0110395,0.0183886
136,0.0959844,0.0110016,0.0164147
137,0.0836885,0.0110209,0.0165962
138,0.0833609,0.0116332,0.0181536
139,0.0945758,0.0111337,0.0174336
140,0.0906333,0.0110054,0.0172846
141,0.0854718,0.0109921,0.016675
142,0.0860209,0.0113475,0.0155628
143,0.0836949,0.0111856,0.0175024
144,0.0925002,0.0110745,0.0159534
145,0.0875421,0.0110515,0.0155982
146,0.0852547,0.0110807,0.015932
147,0.0845808,0.0118359,0.0258821
148,0.0946715,0.0110484,0.0165122
149,0.0950889,0.0111468,0.0163998
150,0.0924003,0.0112049,0.0163403
151,0.0842167,0.0112746,0.0161175
152,0.0859878,0.0111025,0.0160933
153,0.11235,0.0110434,0.0364565
154,0.0883671,0.0110847,0.0308056
155,0.0850992,0.0110827,0.0320457
156,0.11228,0.0111423,0.0318293
157,0.0834459,0.0111317,0.030169
158,0.0836781,0.0111309,0.0297537
159,0.0855477,0.0110443,0.0256575
160,0.0995608,0.011062,0.0292565
161,0.0834444,0.0113101,0.0214044
162,0.085053,0.0110637,0.0229945
163,0.0911244,0.0110361,0.0241148
164,0.0830962,0.0113504,0.0257221
165,0.090768,0.0111918,0.0234758
166,0.0848341,0.011025,0.0225896
167,0.0928726,0.0112507,0.0173437
168,0.0820147,0.0110699,0.0184593
169,0.0951417,0.0111209,0.0214251
170,0.104634,0.0110018,0.0165608
171,0.0889616,0.0110848,0.0174669
172,0.096517,0.011083,0.0218133
173,0.0891195,0.0110496,0.017079
174,0.0852672,0.0109715,0.0216828
175,0.0824877,0.0110414,0.0180901
176,0.0863337,0.0110729,0.021474
177,0.0929904,0.0110046,0.0167866
178,0.0883688,0.0112566,0.029709
179,0.0840643,0.0115513,0.0853366
180,0.0915208,0.0110508,0.0184448
181,0.0853964,0.0116883,0.0372451
182,0.0836498,0.0110117,0.0167123
183,0.0883193,0.0110238,0.0154327
184,0.0831976,0.0110455,0.0154769
185,0.0824656,0.01117,0.0211168
186,0.0836787,0.0117162,0.0186724
187,0.0822367,0.0115016,0.0160773
188,0.0830746,0.0116852,0.0202069
189,0.0821871,0.0112445,0.0166678
190,0.0826186,0.01169,0.0201047
191,0.0817761,0.0114996,0.0196456
192,0.0825952,0.0114514,0.0177459
193,0.0822197,0.0113809,0.0184639
194,0.0840355,0.0110193,0.0161159
195,0.0822388,0.0111268,0.015164
196,0.0828694,0.0111724,0.0174729
197,0.0821356,0.0110441,0.0158544
198,0.0905673,0.0110735,0.0290287
199,0.0823222,0.0110028,0.0159138
200,0.0822887,0.0111142,0.019577
201,0.107142,0.0112005,0.015204
202,0.0832487,0.0110137,0.0158542
203,0.0932217,0.0110881,0.019646
204,0.0944679,0.0110765,0.0155592
205,0.0881171,0.0114829,0.0205723
206,0.0971446,0.0110421,0.019128
207,0.0920204,0.0111899,0.0168643
208,0.0925605,0.0109855,0.0155013
209,0.0826199,0.0110405,0.016231
210,0.0910441,0.0110299,0.0172377
211,0.0862659,0.0110804,0.0168419
212,0.0918554,0.0110752,0.0329594
213,0.0846336,0.0110426,0.0182583
214,0.0844814,0.0111429,0.0167171
215,0.0870625,0.0109827,0.0165534
216,0.0914239,0.01104,0.0176295
217,0.0849688,0.0110109,0.0151927
218,0.0971645,0.0111246,0.0149591
219,0.0977902,0.0110435,0.0156497
220,0.0819586,0.0110913,0.0162137
221,0.0932994,0.0112184,0.0256416
222,0.085311,0.0113084,0.018555
223,0.0933113,0.0112406,0.0164116
224,0.0958095,0.0110259,0.0156051
225,0.0894459,0.0110643,0.0147101
226,0.0835287,0.0109972,0.0161279
227,0.0831047,0.0110751,0.0164632
228,0.0838719,0.0110388,0.0160402
229,0.0844375,0.011013,0.0161601
230,0.0921895,0.0110234,0.0157402
231,0.0826661,0.0110146,0.0162129
232,0.0830386,0.0111819,0.032955
233,0.0876633,0.011092,0.0160256
234,0.0936505,0.0110417,0.0153392
235,0.0928624,0.011105,0.0169541
236,0.0911257,0.0110918,0.0157954
237,0.0896533,0.011071,0.0161595
238,0.0927952,0.0110417,0.0166267
239,0.0888698,0.0136608,0.0257178
240,0.0837598,0.0111054,0.0158853
241,0.0848123,0.0110921,0.0167276
242,0.0836595,0.011429,0.0164287
243,0.0838272,0.0111314,0.0166502
244,0.0994045,0.0110731,0.0160163
245,0.0824474,0.0110349,0.016304
246,0.0828839,0.0112062,0.017902
247,0.0909141,0.0110435,0.0165969
248,0.0874336,0.0110855,0.0307805
249,0.0867455,0.0110405,0.0172307
250,0.0831516,0.0110499,0.0162292
251,0.0961906,0.0110633,0.0172611
252,0.0865676,0.0111481,0.0153039
253,0.0842466,0.0110406,0.0154974
254,0.0935173,0.011038,0.0166562
255,0.0834658,0.0114153,0.0161751
256,0.0921507,0.0113947,0.0176534
257,0.0821753,0.0112315,0.0291967
258,0.0941252,0.0110881,0.0212807
259,0.0921016,0.0110123,0.0160757
260,0.0842766,0.0110543,0.0163645
261,0.0881131,0.0109977,0.0151693
262,0.0982388,0.0110064,0.016351
263,0.0829938,0.0111697,0.0163829
264,0.0882579,0.0110981,0.017751
265,0.0824914,0.0110633,0.0149541
266,0.0904142,0.0115793,0.0356999
267,0.0851111,0.0111131,0.0217065
268,0.0834194,0.0110359,0.0157037
269,0.0983806,0.011012,0.0157995
270,0.0837648,0.0110973,0.0158499
271,0.0829365,0.0110821,0.0167589
272,0.0955927,0.011127,0.0160204
273,0.0869965,0.011187,0.018393
274,0.0825867,0.0116916,0.0207728
275,0.0836638,0.0114285,0.0249651
276,0.100971,0.0111385,0.0171497
277,0.0824448,0.0114452,0.0189094
278,0.0894195,0.0115169,0.0194565
279,0.0818336,0.0112072,0.021894
280,0.083121,0.0118925,0.0174971
281,0.0896185,0.0114092,0.0184956
282,0.0828766,0.011615,0.0184996
283,0.0998128,0.0110134,0.0162588
284,0.0868263,0.0110619,0.0158303
285,0.0848886,0.0110616,0.0157569
286,0.0893911,0.0110654,0.017372
287,0.0909333,0.011661,0.0180855
288,0.0913381,0.0110943,0.0172011
289,0.0843653,0.0110775,0.0169129
290,0.0816615,0.0109951,0.0153853
291,0.083567,0.0112005,0.0181129
292,0.0826128,0.0110542,0.0153596
293,0.0824843,0.0110586,0.0188942
294,0.0822833,0.0112683,0.0201631
295,0.0839054,0.011097,0.0146549
296,0.0822985,0.0111012,0.0152716
297,0.0833486,0.0111509,0.0196226
298,0.0827694,0.0110936,0.0157034
299,0.0837221,0.0111053,0.0157207
300,0.0826233,0.0111067,0.0157986
301,0.0932453,0.0110848,0.01592
302,0.0823378,0.0111543,0.0163741
303,0.0926035,0.0112675,0.0207572
304,0.0882855,0.011037,0.0170561
305,0.0819054,0.0120791,0.0207366
306,0.0823946,0.0110082,0.0191714
307,0.0821455,0.0110166,0.0172135
308,0.0823938,0.0109987,0.01922
309,0.0906406,0.0112996,0.0169142
310,0.0885207,0.0110787,0.0163812
311,0.0940797,0.0110462,0.0148074
312,0.0891882,0.0110357,0.0186438
313,0.0815406,0.0112341,0.0154737
314,0.0822116,0.0110162,0.0205075
315,0.0923425,0.0109997,0.0151077
316,0.0818252,0.0118008,0.0159683
317,0.0913255,0.0112145,0.0163793
318,0.0953721,0.0110899,0.0147441
319,0.0845293,0.0110166,0.0143455
320,0.0827811,0.0110873,0.0158313
321,0.0828483,0.0112875,0.0191592
322,0.0816524,0.011313,0.0166709
323,0.0964687,0.0114217,0.0182524
324,0.0834012,0.0111561,0.0161732
325,0.0834303,0.0117511,0.0160105
326,0.0847416,0.011002,0.0156089
327,0.0834223,0.0110509,0.0151133
328,0.0854499,0.0111248,0.0154243
329,0.0827298,0.0114273,0.0166539
330,0.0955769,0.0110134,0.0143773
331,0.0946841,0.011061,0.0161535
332,0.0925502,0.0109935,0.0151944
333,0.0944856,0.011083,0.0166787
334,0.0913644,0.0118576,0.0145068
335,0.0899281,0.011018,0.0147371
336,0.0911434,0.0110202,0.0155548
337,0.0826194,0.0110036,0.0148067
338,0.0957835,0.011038,0.0164071
339,0.0843006,0.0110821,0.0164256
340,0.0910576,0.0111579,0.0161537
341,0.0903504,0.0111474,0.0165183
342,0.0826753,0.0111485,0.0160264
343,0.0827271,0.0117217,0.025918
344,0.0886527,0.0110429,0.0164268
345,0.0821146,0.0114468,0.0164055
346,0.084224,0.0115261,0.0225186
347,0.0829829,0.0110868,0.0155629
348,0.0925836,0.0110668,0.0163957
349,0.0969809,0.011029,0.0156312
350,0.0911825,0.0110646,0.015586
351,0.0941773,0.0110002,0.0148734
352,0.0835271,0.0116115,0.0155052
353,0.0908895,0.0110374,0.0158091
354,0.0918728,0.0110062,0.0167425
355,0.0906621,0.0110452,0.0164808
356,0.0829904,0.0110292,0.0148926
357,0.0915445,0.0111672,0.0198006
358,0.0821008,0.011298,0.016306
359,0.090776,0.0113407,0.0380859
360,0.0866529,0.0116127,0.017965
361,0.087049,0.0112666,0.0194033
362,0.092133,0.0116218,0.0202665
363,0.0818791,0.011304,0.0204131
364,0.0837696,0.0109901,0.021677
365,0.0928888,0.0110084,0.0153049
366,0.0957781,0.0112313,0.0229033
367,0.0846151,0.0110796,0.0156915
368,0.0839782,0.0110726,0.0155231
369,0.0965064,0.0110597,0.0156046
370,0.0838694,0.0110218,0.0150714
371,0.0838507,0.0110424,0.0150652
372,0.0839674,0.0110398,0.0151753
373,0.0831088,0.0110221,0.0162263
374,0.0840329,0.0110447,0.0155213
375,0.0849906,0.0113065,0.0167388
376,0.0827057,0.0110428,0.0162065
377,0.0827731,0.0110896,0.0182995
378,0.0816539,0.0113295,0.0178954
379,0.092151,0.0112669,0.0177427
380,0.0972105,0.0112904,0.0152527
381,0.0818002,0.0112973,0.0231402
382,0.0946806,0.0110132,0.0190459
383,0.0878314,0.0114243,0.0151848
384,0.0833113,0.0114706,0.0176979
385,0.0855592,0.0110061,0.015219
386,0.0976382,0.0112309,0.0150572
387,0.0969413,0.0110121,0.0154923
388,0.0833164,0.0110529,0.0161349
389,0.0847512,0.0110567,0.0166832
390,0.0825496,0.0110589,0.0151462
391,0.0849436,0.0110511,0.0153336
392,0.0984094,0.0110523,0.0139366
393,0.0910366,0.0110061,0.0154309
394,0.0934426,0.011123,0.0159398
395,0.090961,0.0113932,0.0232093
396,0.0874552,0.0110858,0.016404
397,0.0844254,0.0110975,0.0165837
398,0.0895553,0.0111233,0.0154659
399,0.0918385,0.011295,0.0143032
400,0.0887074,0.0111717,0.017401
401,0.084374,0.0110514,0.0174559
402,0.0905237,0.0111328,0.0194462
403,0.0968424,0.0110067,0.0162494
404,0.082926,0.0117009,0.0154066
405,0.0860069,0.0110256,0.014829
406,0.0828341,0.0110384,0.0148583
407,0.0840658,0.0110262,0.0158961
408,0.0831604,0.0111917,0.015423
409,0.102175,0.011053,0.0159229
410,0.0840802,0.0113938,0.0167459
411,0.0850529,0.0110885,0.0149561
412,0.0930289,0.0112116,0.0156773
413,0.0957491,0.0110126,0.0155339
414,0.0848599,0.0110738,0.0147543
415,0.0847338,0.0116285,0.0159761
416,0.0863074,0.0111433,0.0157657
417,0.0845858,0.0110898,0.0159191
418,0.0863733,0.0111405,0.0174941
419,0.0927999,0.0116016,0.0165787
420,0.0844993,0.0111014,0.0321688
421,0.114468,0.0110917,0.0165504
422,0.0950944,0.0112698,0.0155771
423,0.094143,0.011004,0.0157281
424,0.0846205,0.0113259,0.0154286
425,0.100489,0.0110186,0.0151146
426,0.0894732,0.011055,0.0154435
427,0.0899182,0.0110919,0.0167325
428,0.0828043,0.0110529,0.0154758
429,0.0898913,0.0110652,0.0154768
430,0.0840427,0.0110459,0.0158895
431,0.0876542,0.0110294,0.0151362
432,0.0823875,0.0110797,0.016546
433,0.0835202,0.0112052,0.0330471
434,0.0828071,0.0110864,0.0177312
435,0.0822272,0.0113757,0.0177169
436,0.0827981,0.0113237,0.0175289
437,0.0915365,0.0114032,0.0217223
438,0.0823759,0.0116522,0.0191305
439,0.0914375,0.0110137,0.0151289
440,0.0896944,0.0109825,0.015357
441,0.0895267,0.0110196,0.015209
442,0.0857213,0.0118655,0.0187861
443,0.0923569,0.0110671,0.0154006
444,0.0937348,0.0110409,0.0157877
445,0.0979061,0.0110453,0.0149758
446,0.0827265,0.0110704,0.0165723
447,0.0847807,0.0117274,0.0169919
448,0.0820336,0.0114068,0.0151924
449,0.0915471,0.0121625,0.0183933
450,0.0822311,0.011331,0.0188382
451,0.0838322,0.011041,0.0229146
452,0.0835735,0.0110357,0.01622
453,0.0967806,0.0110935,0.0154299
454,0.0886955,0.0110355,0.0174157
455,0.0871096,0.0122416,0.0198206
456,0.0923368,0.0111808,0.0155148
457,0.0918408,0.0110301,0.0168849
458,0.0843684,0.0111935,0.0198239
459,0.0827288,0.0115841,0.0211705
460,0.0962572,0.0110568,0.0171712
461,0.0857007,0.0110155,0.0157069
462,0.0951961,0.0127053,0.0153497
463,0.108376,0.0111859,0.0156475
464,0.0884576,0.0110056,0.0171592
465,0.0929622,0.0110369,0.0162598
466,0.0889912,0.0110198,0.0178043
467,0.0967667,0.0109974,0.0146912
468,0.0840414,0.0110396,0.0171385
469,0.0841822,0.0123313,0.0156735
470,0.0849613,0.0110337,0.017572
471,0.0860208,0.0110571,0.0155022
472,0.0945057,0.0110226,0.0155358
473,0.0914179,0.0110114,0.0157968
474,0.0879059,0.0109934,0.015562
475,0.0839952,0.0110415,0.0166364
476,0.084156,0.0111,0.0173081
477,0.0832003,0.0114181,0.0153286
478,0.0859822,0.0111304,0.0251451
479,0.0861416,0.011049,0.0151653
480,0.11094,0.0111008,0.0158479
481,0.0836291,0.0110778,0.0164351
482,0.083212,0.0111015,0.0154154
483,0.0833721,0.0110416,0.0154582
484,0.0882311,0.0112594,0.0151481
485,0.0908608,0.011084,0.0239666
486,0.0927056,0.0110502,0.0159797
487,0.0935997,0.0110796,0.0162092
488,0.0915016,0.0109968,0.0149456
489,0.0843453,0.0110227,0.0156123
490,0.0917644,0.011056,0.0155678
491,0.0862217,0.0109922,0.0160353
492,0.0915941,0.0119731,0.0157559
493,0.0977508,0.0110121,0.0152244
494,0.0942403,0.0110117,0.0174468
495,0.0922138,0.0109947,0.0172779
496,0.0849834,0.0110088,0.0171408
497,0.0841785,0.0111848,0.0293295
498,0.0884954,0.0109866,0.0174634
499,0.0936914,0.0110769,0.0169153
500,0.0940365,0.0110574,0.0162374
501,0.0843017,0.0110047,0.01592
502,0.0842778,0.011077,0.0162319
503,0.0821004,0.0110189,0.0159043
504,0.089727,0.011057,0.0201204
505,0.0821557,0.0117019,0.0183992
506,0.0988559,0.0111053,0.0148673
507,0.0829431,0.0111647,0.0159432
508,0.0930631,0.0112,0.0252446
509,0.0840297,0.0109963,0.0157663
510,0.0942324,0.0110499,0.0156452
511,0.085457,0.0110573,0.0178284
512,0.0832933,0.0110074,0.0166333
513,0.0835934,0.0110088,0.0169386
514,0.0918437,0.0110425,0.0156446
515,0.0833067,0.0109893,0.0175111
516,0.0829005,0.0110198,0.0155789
517,0.0913155,0.0110029,0.0150015
518,0.0897707,0.0110544,0.0157507
519,0.0947216,0.0119193,0.035549
520,0.0956136,0.0110172,0.0157845
521,0.0944927,0.011062,0.0157268
522,0.0839805,0.0111271,0.0158717
523,0.0939545,0.0110257,0.0155905
524,0.09629,0.0113632,0.0157233
525,0.0882571,0.0112029,0.0147735
526,0.0929626,0.0118549,0.0192939
527,0.0928675,0.0110762,0.0153468
528,0.0947066,0.0111148,0.0164241
529,0.0840996,0.0110386,0.0175624
530,0.084529,0.0110114,0.0167508
531,0.095106,0.0110545,0.0163488
532,0.0968558,0.0110218,0.0150922
533,0.084063,0.0115456,0.0160884
534,0.0851374,0.0110529,0.016562
535,0.0842956,0.0111253,0.0181744
536,0.0921401,0.0109899,0.0165947
537,0.0840726,0.0111686,0.0157938
538,0.0836559,0.0111396,0.015645
539,0.0826704,0.011087,0.0146303
540,0.0948539,0.0110351,0.0157252
541,0.0830326,0.0111025,0.0152132
542,0.0828021,0.0110026,0.0148549
543,0.0823525,0.0111911,0.0152952
544,0.0831462,0.0110123,0.0153716
545,0.0818102,0.011033,0.0151917
546,0.0928955,0.0110464,0.0280055
547,0.0822252,0.0110311,0.0182662
548,0.0818647,0.0111968,0.0198924
549,0.0824981,0.0112131,0.0216811
550,0.0826919,0.0113024,0.0191546
551,0.082423,0.0121696,0.0177421
552,0.0822032,0.0114006,0.0199207
553,0.100815,0.0110227,0.0156466
554,0.0828299,0.0110902,0.0160343
555,0.0886852,0.0116279,0.0168763
556,0.082752,0.0112176,0.0170436
557,0.0821365,0.0111295,0.0153293
558,0.0869617,0.0111163,0.0186244
559,0.094949,0.0110733,0.0150902
560,0.086697,0.01107,0.0143062
561,0.0830806,0.0110389,0.0154836
562,0.0851014,0.0110114,0.0153931
563,0.083025,0.0110058,0.016222
564,0.0945593,0.0111036,0.0158218
565,0.08786,0.0110288,0.0155363
566,0.0898086,0.0111592,0.0248935
567,0.0859729,0.010988,0.0151951
568,0.0886997,0.0110049,0.0156791
569,0.0848633,0.0110123,0.0167189
570,0.0950981,0.0111448,0.015621
571,0.0834296,0.0110142,0.0167688
572,0.0822464,0.0110451,0.0154911
573,0.0833473,0.0110307,0.0168014
574,0.0822639,0.0110703,0.0162473
575,0.0947078,0.0109856,0.0158112
576,0.090968,0.0110712,0.017014
577,0.0827205,0.0120917,0.0185882
578,0.106701,0.0112268,0.0164169
579,0.091562,0.0110675,0.0157731
580,0.0919554,0.0110638,0.0149788
581,0.0818212,0.0111611,0.0149521
582,0.0835131,0.0110668,0.0152927
583,0.0942353,0.0110914,0.0154669
584,0.088434,0.0110758,0.0318641
585,0.0920842,0.0110792,0.0162449
586,0.0842381,0.0110825,0.0168296
587,0.0901105,0.0111741,0.0172259
588,0.0825438,0.0111116,0.0167899
589,0.0827725,0.0111874,0.0175446
590,0.0828,0.011295,0.0196017
591,0.0843945,0.0116339,0.0178527
592,0.0928779,0.0110204,0.0157949
593,0.0900845,0.0110707,0.0265122
594,0.0922606,0.0110846,0.0165958
595,0.0838028,0.011031,0.0162472
596,0.0937242,0.0111374,0.0176093
597,0.0826358,0.0110691,0.0149495
598,0.0841632,0.0111879,0.0152091
599,0.0974349,0.0110359,0.0168881
600,0.0963999,0.0111396,0.0164187
601,0.0991763,0.0110194,0.014767
602,0.0885184,0.0110342,0.0164371
603,0.0855322,0.0111979,0.0154821
604,0.0826549,0.0111823,0.014688
605,0.0848457,0.0111227,0.0154371
606,0.0830369,0.0111746,0.0164674
607,0.0846298,0.0111925,0.0149441
608,0.0822547,0.0111251,0.0164313
609,0.0976926,0.011112,0.0148942
610,0.0933601,0.0111972,0.0170164
611,0.100876,0.0111621,0.0172903
612,0.0858898,0.0110396,0.0151755
613,0.0843377,0.0119626,0.0152263
614,0.098397,0.0110235,0.0165698
615,0.0839963,0.0112495,0.0164025
616,0.0845205,0.0111065,0.0156585
617,0.0838211,0.0110396,0.0158521
618,0.0838428,0.0111287,0.0162562
619,0.0834898,0.0112369,0.0172942
620,0.0933741,0.0112469,0.0196127
621,0.0877641,0.0111699,0.016827
622,0.0831985,0.0111891,0.0151466
623,0.0933653,0.0111694,0.0169412
624,0.0838237,0.0120657,0.0169121
625,0.0863833,0.0112105,0.0173428
626,0.0942174,0.0111628,0.0148423
627,0.100282,0.011296,0.0164452
628,0.082696,0.0111594,0.015035
629,0.0829443,0.0111782,0.0193559
630,0.0993915,0.0111269,0.015117
631,0.0934514,0.0118354,0.0154651
632,0.108427,0.011,0.0156882
633,0.0830115,0.0111951,0.014809
634,0.0989758,0.0111759,0.0153292
635,0.0835081,0.0110705,0.0143264
636,0.0906494,0.011125,0.0157209
637,0.083188,0.0110879,0.024626
638,0.0944041,0.0111698,0.0361012
639,0.0816052,0.0110823,0.0344436
640,0.0831724,0.0112518,0.0423855
641,0.0863478,0.0110041,0.0259329
642,0.0831423,0.0110696,0.0217116
643,0.0935098,0.0110086,0.0223965
644,0.0876538,0.0109868,0.0269535
645,0.0898468,0.011232,0.0257184
646,0.0856742,0.0110278,0.0228182
647,0.0926258,0.0114496,0.0241602
648,0.0864673,0.0109894,0.0229018
649,0.0890297,0.0124187,0.0250084
650,0.0837624,0.011149,0.0228662
651,0.0829739,0.0110944,0.0215267
652,0.136719,0.0110011,0.0158711
653,0.121607,0.0170663,0.0159661
654,0.121111,0.0172675,0.0150744
655,0.119407,0.017069,0.0162482
656,0.0885121,0.0180523,0.0166725
657,0.0943182,0.0111425,0.0156119
658,0.0842358,0.011282,0.024076
659,0.0881539,0.0111121,0.0161515
660,0.0883114,0.0111469,0.0148772
661,0.0898202,0.0111293,0.0154287
662,0.0936762,0.0111464,0.0150462
663,0.0847833,0.0110285,0.0163494
664,0.0841126,0.0112996,0.0161374
665,0.0982409,0.0113405,0.0164885
666,0.0845121,0.0111152,0.0154027
667,0.0834515,0.0116437,0.0147178
668,0.0967111,0.0110551,0.0157774
669,0.0943065,0.0111345,0.0147849
670,0.0914417,0.011139,0.0155735
671,0.0865441,0.0111545,0.015236
672,0.0842248,0.0116379,0.0167624
673,0.0868557,0.0111913,0.0161745
674,0.084245,0.0112213,0.0161584
675,0.0830986,0.0111087,0.0156024
676,0.0833239,0.0111081,0.0178368
677,0.096039,0.0111515,0.0159243
678,0.0826039,0.0116315,0.0412847
679,0.0954279,0.011269,0.0168928
680,0.0854324,0.0111528,0.0159535
681,0.0935807,0.0111513,0.0162269
682,0.0954289,0.0111719,0.0166212
683,0.0843088,0.0111986,0.0151085
684,0.0961822,0.0111353,0.0151131
685,0.0947504,0.0115662,0.015166
686,0.0931538,0.011148,0.0170229
687,0.0959785,0.0111953,0.0160087
688,0.0896174,0.0113626,0.0160382
689,0.101243,0.010997,0.0169327
690,0.0839708,0.0117376,0.024291
691,0.10192,0.0111624,0.01549
692,0.0835253,0.010994,0.0158902
693,0.0938837,0.0110281,0.0158574
694,0.0849281,0.0110916,0.0158057
695,0.0840499,0.0110865,0.0147008
696,0.0882565,0.0110997,0.0172716
697,0.0833467,0.0110268,0.0167445
698,0.0886103,0.0111393,0.015947
699,0.093371,0.0110763,0.0146014
700,0.119197,0.0110394,0.0162045
701,0.0885076,0.0110228,0.0169267
702,0.0909762,0.0109874,0.0178273
703,0.0898151,0.0115557,0.0169923
704,0.0961668,0.0110011,0.0149547
705,0.0938313,0.0110775,0.0172691
706,0.0837784,0.01104,0.0162539
707,0.0886079,0.0111344,0.0165393
